transaction_narration,label
PPF account contribution Ref008193 Amt35255 INR,investment
Amazon online shopping Ref008194 Amt25057 INR,shopping
Personal loan EMI Ref008195 Amt35076 INR,emi
Restaurant bill payment Ref008196 Amt19106 INR,food
Loan EMI auto debit Ref008197 Amt39744 INR,emi
Hotel stay payment Ref008198 Amt25953 INR,travel
Restaurant bill payment Ref008199 Amt11300 INR,food
Zomato order payment Ref008200 Amt10849 INR,food
Stock market purchase Ref008201 Amt30160 INR,investment
Cafe coffee purchase Ref008202 Amt26328 INR,food
Personal loan EMI Ref008203 Amt39541 INR,emi
Zomato order payment Ref008204 Amt35775 INR,food
Train ticket booking IRCTC Ref008205 Amt35138 INR,travel
Home loan EMI deduction Ref008206 Amt34184 INR,emi
Swiggy food delivery Ref008207 Amt135 INR,food
Supermarket shopping bill Ref008208 Amt37660 INR,shopping
Flipkart purchase Ref008209 Amt43728 INR,shopping
Restaurant bill payment Ref008210 Amt31718 INR,food
Personal loan EMI Ref008211 Amt36214 INR,emi
Hotel stay payment Ref008212 Amt39094 INR,travel
Demat account funding Ref008213 Amt48826 INR,investment
Bakery item purchase Ref008214 Amt22882 INR,food
Stock market purchase Ref008215 Amt1054 INR,investment
Flight ticket purchase Ref008216 Amt24384 INR,travel
Zomato order payment Ref008217 Amt141 INR,food
Uber ride payment Ref008218 Amt44642 INR,travel
Bike loan installment Ref008219 Amt49892 INR,emi
Mutual fund SIP investment Ref008220 Amt38908 INR,investment
Clothing store purchase Ref008221 Amt42373 INR,shopping
Uber ride payment Ref008222 Amt23524 INR,travel
Demat account funding Ref008223 Amt6462 INR,investment
Clothing store purchase Ref008224 Amt37149 INR,shopping
Flight ticket purchase Ref008225 Amt35578 INR,travel
Bike loan installment Ref008226 Amt29514 INR,emi
Amazon online shopping Ref008227 Amt33041 INR,shopping
Mutual fund SIP investment Ref008228 Amt42936 INR,investment
Bakery item purchase Ref008229 Amt31039 INR,food
Flight ticket purchase Ref008230 Amt42222 INR,travel
Zomato order payment Ref008231 Amt7505 INR,food
Flight ticket purchase Ref008232 Amt24503 INR,travel
Zomato order payment Ref008233 Amt15233 INR,food
Home loan EMI deduction Ref008234 Amt19958 INR,emi
Credit card EMI payment Ref008235 Amt39516 INR,emi
Amazon online shopping Ref008236 Amt25881 INR,shopping
Demat account funding Ref008237 Amt43698 INR,investment
Bike loan installment Ref008238 Amt36710 INR,emi
Demat account funding Ref008239 Amt10902 INR,investment
Loan EMI auto debit Ref008240 Amt24861 INR,emi
Ola cab booking Ref008241 Amt7756 INR,travel
Home loan EMI deduction Ref008242 Amt40160 INR,emi
Electronics store payment Ref008243 Amt31405 INR,shopping
Train ticket booking IRCTC Ref008244 Amt27983 INR,travel
Ola cab booking Ref008245 Amt11948 INR,travel
Bakery item purchase Ref008246 Amt618 INR,food
Credit card EMI payment Ref008247 Amt14220 INR,emi
Bike loan installment Ref008248 Amt2026 INR,emi
Bike loan installment Ref008249 Amt20239 INR,emi
Crypto investment transfer Ref008250 Amt19995 INR,investment
Clothing store purchase Ref008251 Amt44974 INR,shopping
Home loan EMI deduction Ref008252 Amt39243 INR,emi
Hotel stay payment Ref008253 Amt28744 INR,travel
Credit card EMI payment Ref008254 Amt6416 INR,emi
Hotel stay payment Ref008255 Amt14860 INR,travel
Loan EMI auto debit Ref008256 Amt32153 INR,emi
Swiggy food delivery Ref008257 Amt18939 INR,food
Home loan EMI deduction Ref008258 Amt14397 INR,emi
Swiggy food delivery Ref008259 Amt46074 INR,food
Amazon online shopping Ref008260 Amt317 INR,shopping
Flight ticket purchase Ref008261 Amt8470 INR,travel
Uber ride payment Ref008262 Amt4555 INR,travel
Stock market purchase Ref008263 Amt42049 INR,investment
Flight ticket purchase Ref008264 Amt32517 INR,travel
Flight ticket purchase Ref008265 Amt17840 INR,travel
Supermarket shopping bill Ref008266 Amt48040 INR,shopping
Hotel stay payment Ref008267 Amt22808 INR,travel
Clothing store purchase Ref008268 Amt46785 INR,shopping
Personal loan EMI Ref008269 Amt21381 INR,emi
Ola cab booking Ref008270 Amt38402 INR,travel
Credit card EMI payment Ref008271 Amt44747 INR,emi
Credit card EMI payment Ref008272 Amt46814 INR,emi
Loan EMI auto debit Ref008273 Amt26712 INR,emi
Bakery item purchase Ref008274 Amt21575 INR,food
Demat account funding Ref008275 Amt40401 INR,investment
Cafe coffee purchase Ref008276 Amt4462 INR,food
Restaurant bill payment Ref008277 Amt3522 INR,food
Amazon online shopping Ref008278 Amt23907 INR,shopping
Personal loan EMI Ref008279 Amt6178 INR,emi
Bike loan installment Ref008280 Amt29860 INR,emi
Home loan EMI deduction Ref008281 Amt31007 INR,emi
Train ticket booking IRCTC Ref008282 Amt41953 INR,travel
Train ticket booking IRCTC Ref008283 Amt9350 INR,travel
Bike loan installment Ref008284 Amt34763 INR,emi
Loan EMI auto debit Ref008285 Amt30328 INR,emi
Restaurant bill payment Ref008286 Amt38148 INR,food
Personal loan EMI Ref008287 Amt30211 INR,emi
Train ticket booking IRCTC Ref008288 Amt19065 INR,travel
Flipkart purchase Ref008289 Amt2501 INR,shopping
Credit card EMI payment Ref008290 Amt32103 INR,emi
Supermarket shopping bill Ref008291 Amt2084 INR,shopping
Ola cab booking Ref008292 Amt8279 INR,travel
Flipkart purchase Ref008293 Amt27709 INR,shopping
Zomato order payment Ref008294 Amt45213 INR,food
Ola cab booking Ref008295 Amt42325 INR,travel
Supermarket shopping bill Ref008296 Amt12041 INR,shopping
Mutual fund SIP investment Ref008297 Amt33718 INR,investment
PPF account contribution Ref008298 Amt35158 INR,investment
Hotel stay payment Ref008299 Amt4577 INR,travel
Credit card EMI payment Ref008300 Amt31551 INR,emi
Electronics store payment Ref008301 Amt12964 INR,shopping
Restaurant bill payment Ref008302 Amt36462 INR,food
Stock market purchase Ref008303 Amt20807 INR,investment
Restaurant bill payment Ref008304 Amt11997 INR,food
Cafe coffee purchase Ref008305 Amt45418 INR,food
Bike loan installment Ref008306 Amt21511 INR,emi
Train ticket booking IRCTC Ref008307 Amt47871 INR,travel
Flight ticket purchase Ref008308 Amt33645 INR,travel
Zomato order payment Ref008309 Amt33646 INR,food
Amazon online shopping Ref008310 Amt23446 INR,shopping
Crypto investment transfer Ref008311 Amt12420 INR,investment
Home loan EMI deduction Ref008312 Amt25103 INR,emi
Mutual fund SIP investment Ref008313 Amt48283 INR,investment
Crypto investment transfer Ref008314 Amt48747 INR,investment
Stock market purchase Ref008315 Amt38929 INR,investment
PPF account contribution Ref008316 Amt4379 INR,investment
Credit card EMI payment Ref008317 Amt13856 INR,emi
Stock market purchase Ref008318 Amt38612 INR,investment
Supermarket shopping bill Ref008319 Amt16939 INR,shopping
Crypto investment transfer Ref008320 Amt17269 INR,investment
Loan EMI auto debit Ref008321 Amt40050 INR,emi
Supermarket shopping bill Ref008322 Amt38493 INR,shopping
Zomato order payment Ref008323 Amt7450 INR,food
Bakery item purchase Ref008324 Amt39131 INR,food
Clothing store purchase Ref008325 Amt31537 INR,shopping
Hotel stay payment Ref008326 Amt1211 INR,travel
Flipkart purchase Ref008327 Amt44910 INR,shopping
Credit card EMI payment Ref008328 Amt6339 INR,emi
Bakery item purchase Ref008329 Amt39057 INR,food
PPF account contribution Ref008330 Amt19138 INR,investment
Credit card EMI payment Ref008331 Amt42734 INR,emi
Bike loan installment Ref008332 Amt18249 INR,emi
Supermarket shopping bill Ref008333 Amt19599 INR,shopping
Supermarket shopping bill Ref008334 Amt47560 INR,shopping
PPF account contribution Ref008335 Amt24394 INR,investment
Stock market purchase Ref008336 Amt36868 INR,investment
Bike loan installment Ref008337 Amt21634 INR,emi
Clothing store purchase Ref008338 Amt49529 INR,shopping
Flipkart purchase Ref008339 Amt34068 INR,shopping
Bakery item purchase Ref008340 Amt3464 INR,food
Ola cab booking Ref008341 Amt4783 INR,travel
PPF account contribution Ref008342 Amt30427 INR,investment
Supermarket shopping bill Ref008343 Amt43375 INR,shopping
Swiggy food delivery Ref008344 Amt19710 INR,food
Supermarket shopping bill Ref008345 Amt12390 INR,shopping
Electronics store payment Ref008346 Amt5470 INR,shopping
Mutual fund SIP investment Ref008347 Amt21606 INR,investment
Supermarket shopping bill Ref008348 Amt19711 INR,shopping
Home loan EMI deduction Ref008349 Amt6580 INR,emi
Credit card EMI payment Ref008350 Amt27982 INR,emi
Stock market purchase Ref008351 Amt34380 INR,investment
PPF account contribution Ref008352 Amt6968 INR,investment
Swiggy food delivery Ref008353 Amt47686 INR,food
Uber ride payment Ref008354 Amt13857 INR,travel
Supermarket shopping bill Ref008355 Amt22494 INR,shopping
PPF account contribution Ref008356 Amt7576 INR,investment
Bakery item purchase Ref008357 Amt16206 INR,food
Electronics store payment Ref008358 Amt35408 INR,shopping
Restaurant bill payment Ref008359 Amt22156 INR,food
Amazon online shopping Ref008360 Amt1585 INR,shopping
Supermarket shopping bill Ref008361 Amt41405 INR,shopping
Uber ride payment Ref008362 Amt29282 INR,travel
PPF account contribution Ref008363 Amt3179 INR,investment
Home loan EMI deduction Ref008364 Amt9786 INR,emi
Electronics store payment Ref008365 Amt27819 INR,shopping
Flipkart purchase Ref008366 Amt14584 INR,shopping
Loan EMI auto debit Ref008367 Amt41256 INR,emi
Personal loan EMI Ref008368 Amt35388 INR,emi
Cafe coffee purchase Ref008369 Amt49186 INR,food
Restaurant bill payment Ref008370 Amt12889 INR,food
Flight ticket purchase Ref008371 Amt1409 INR,travel
Zomato order payment Ref008372 Amt37827 INR,food
Hotel stay payment Ref008373 Amt5331 INR,travel
Swiggy food delivery Ref008374 Amt35006 INR,food
Hotel stay payment Ref008375 Amt31184 INR,travel
Credit card EMI payment Ref008376 Amt42457 INR,emi
Home loan EMI deduction Ref008377 Amt8047 INR,emi
Flight ticket purchase Ref008378 Amt2869 INR,travel
Amazon online shopping Ref008379 Amt45325 INR,shopping
Clothing store purchase Ref008380 Amt35162 INR,shopping
Bakery item purchase Ref008381 Amt47101 INR,food
Zomato order payment Ref008382 Amt18673 INR,food
Loan EMI auto debit Ref008383 Amt8988 INR,emi
Credit card EMI payment Ref008384 Amt46934 INR,emi
Stock market purchase Ref008385 Amt26344 INR,investment
Restaurant bill payment Ref008386 Amt45789 INR,food
Electronics store payment Ref008387 Amt13576 INR,shopping
Crypto investment transfer Ref008388 Amt9265 INR,investment
Mutual fund SIP investment Ref008389 Amt14323 INR,investment
Personal loan EMI Ref008390 Amt47326 INR,emi
Electronics store payment Ref008391 Amt37347 INR,shopping
Ola cab booking Ref008392 Amt23249 INR,travel
Hotel stay payment Ref008393 Amt4055 INR,travel
Restaurant bill payment Ref008394 Amt35787 INR,food
Bike loan installment Ref008395 Amt6021 INR,emi
Home loan EMI deduction Ref008396 Amt29614 INR,emi
Uber ride payment Ref008397 Amt42741 INR,travel
Bike loan installment Ref008398 Amt24713 INR,emi
Hotel stay payment Ref008399 Amt32038 INR,travel
Flipkart purchase Ref008400 Amt23500 INR,shopping
Loan EMI auto debit Ref008401 Amt6736 INR,emi
Demat account funding Ref008402 Amt16228 INR,investment
PPF account contribution Ref008403 Amt2891 INR,investment
Hotel stay payment Ref008404 Amt15827 INR,travel
Crypto investment transfer Ref008405 Amt12008 INR,investment
Mutual fund SIP investment Ref008406 Amt10481 INR,investment
Supermarket shopping bill Ref008407 Amt27744 INR,shopping
Crypto investment transfer Ref008408 Amt407 INR,investment
Credit card EMI payment Ref008409 Amt19432 INR,emi
Hotel stay payment Ref008410 Amt5487 INR,travel
Demat account funding Ref008411 Amt16905 INR,investment
Cafe coffee purchase Ref008412 Amt5116 INR,food
Zomato order payment Ref008413 Amt40958 INR,food
Demat account funding Ref008414 Amt41689 INR,investment
Train ticket booking IRCTC Ref008415 Amt35188 INR,travel
Bike loan installment Ref008416 Amt17506 INR,emi
Restaurant bill payment Ref008417 Amt8255 INR,food
Swiggy food delivery Ref008418 Amt43961 INR,food
Supermarket shopping bill Ref008419 Amt180 INR,shopping
Flight ticket purchase Ref008420 Amt14124 INR,travel
Restaurant bill payment Ref008421 Amt9452 INR,food
Crypto investment transfer Ref008422 Amt13766 INR,investment
Stock market purchase Ref008423 Amt33465 INR,investment
Restaurant bill payment Ref008424 Amt41634 INR,food
Home loan EMI deduction Ref008425 Amt29806 INR,emi
Bakery item purchase Ref008426 Amt49578 INR,food
Flipkart purchase Ref008427 Amt38895 INR,shopping
Credit card EMI payment Ref008428 Amt1516 INR,emi
Electronics store payment Ref008429 Amt37791 INR,shopping
Cafe coffee purchase Ref008430 Amt32559 INR,food
Demat account funding Ref008431 Amt45658 INR,investment
Amazon online shopping Ref008432 Amt37433 INR,shopping
Ola cab booking Ref008433 Amt33238 INR,travel
Clothing store purchase Ref008434 Amt40317 INR,shopping
Electronics store payment Ref008435 Amt17769 INR,shopping
Home loan EMI deduction Ref008436 Amt7432 INR,emi
Train ticket booking IRCTC Ref008437 Amt35334 INR,travel
Stock market purchase Ref008438 Amt32275 INR,investment
Cafe coffee purchase Ref008439 Amt17524 INR,food
Uber ride payment Ref008440 Amt42161 INR,travel
PPF account contribution Ref008441 Amt36796 INR,investment
Zomato order payment Ref008442 Amt49747 INR,food
Demat account funding Ref008443 Amt47341 INR,investment
Swiggy food delivery Ref008444 Amt20092 INR,food
Hotel stay payment Ref008445 Amt33122 INR,travel
Amazon online shopping Ref008446 Amt33343 INR,shopping
Stock market purchase Ref008447 Amt36038 INR,investment
Crypto investment transfer Ref008448 Amt42822 INR,investment
Personal loan EMI Ref008449 Amt14678 INR,emi
Ola cab booking Ref008450 Amt26622 INR,travel
Bike loan installment Ref008451 Amt29558 INR,emi
Restaurant bill payment Ref008452 Amt6279 INR,food
Uber ride payment Ref008453 Amt39752 INR,travel
Bakery item purchase Ref008454 Amt7487 INR,food
Credit card EMI payment Ref008455 Amt33697 INR,emi
Mutual fund SIP investment Ref008456 Amt12308 INR,investment
Flipkart purchase Ref008457 Amt26045 INR,shopping
Train ticket booking IRCTC Ref008458 Amt17434 INR,travel
Uber ride payment Ref008459 Amt17268 INR,travel
Swiggy food delivery Ref008460 Amt15346 INR,food
Bakery item purchase Ref008461 Amt2383 INR,food
Bike loan installment Ref008462 Amt30366 INR,emi
Uber ride payment Ref008463 Amt17698 INR,travel
Loan EMI auto debit Ref008464 Amt1389 INR,emi
Cafe coffee purchase Ref008465 Amt45284 INR,food
Clothing store purchase Ref008466 Amt6634 INR,shopping
Flipkart purchase Ref008467 Amt10556 INR,shopping
Home loan EMI deduction Ref008468 Amt15841 INR,emi
Amazon online shopping Ref008469 Amt3999 INR,shopping
Electronics store payment Ref008470 Amt46931 INR,shopping
Clothing store purchase Ref008471 Amt6574 INR,shopping
Ola cab booking Ref008472 Amt49294 INR,travel
Personal loan EMI Ref008473 Amt30614 INR,emi
Bakery item purchase Ref008474 Amt47953 INR,food
Electronics store payment Ref008475 Amt9997 INR,shopping
Demat account funding Ref008476 Amt37739 INR,investment
Stock market purchase Ref008477 Amt12114 INR,investment
Train ticket booking IRCTC Ref008478 Amt5220 INR,travel
Demat account funding Ref008479 Amt9547 INR,investment
Train ticket booking IRCTC Ref008480 Amt1016 INR,travel
Credit card EMI payment Ref008481 Amt11397 INR,emi
Mutual fund SIP investment Ref008482 Amt7170 INR,investment
Supermarket shopping bill Ref008483 Amt3482 INR,shopping
Swiggy food delivery Ref008484 Amt20119 INR,food
PPF account contribution Ref008485 Amt28386 INR,investment
Cafe coffee purchase Ref008486 Amt14197 INR,food
Cafe coffee purchase Ref008487 Amt886 INR,food
Hotel stay payment Ref008488 Amt26272 INR,travel
Stock market purchase Ref008489 Amt3775 INR,investment
Uber ride payment Ref008490 Amt2183 INR,travel
Clothing store purchase Ref008491 Amt15595 INR,shopping
Crypto investment transfer Ref008492 Amt47380 INR,investment
Uber ride payment Ref008493 Amt37536 INR,travel
Credit card EMI payment Ref008494 Amt26921 INR,emi
Supermarket shopping bill Ref008495 Amt2143 INR,shopping
Restaurant bill payment Ref008496 Amt30564 INR,food
PPF account contribution Ref008497 Amt20612 INR,investment
Zomato order payment Ref008498 Amt6377 INR,food
Stock market purchase Ref008499 Amt9049 INR,investment
Personal loan EMI Ref008500 Amt907 INR,emi
Cafe coffee purchase Ref008501 Amt14268 INR,food
Electronics store payment Ref008502 Amt5963 INR,shopping
Uber ride payment Ref008503 Amt42983 INR,travel
Stock market purchase Ref008504 Amt10601 INR,investment
Zomato order payment Ref008505 Amt13482 INR,food
Electronics store payment Ref008506 Amt37217 INR,shopping
Bakery item purchase Ref008507 Amt31073 INR,food
Cafe coffee purchase Ref008508 Amt32580 INR,food
Ola cab booking Ref008509 Amt7961 INR,travel
Restaurant bill payment Ref008510 Amt20823 INR,food
Bike loan installment Ref008511 Amt7431 INR,emi
Mutual fund SIP investment Ref008512 Amt37421 INR,investment
Hotel stay payment Ref008513 Amt4582 INR,travel
Mutual fund SIP investment Ref008514 Amt29904 INR,investment
Home loan EMI deduction Ref008515 Amt16148 INR,emi
Mutual fund SIP investment Ref008516 Amt9583 INR,investment
Train ticket booking IRCTC Ref008517 Amt19310 INR,travel
Ola cab booking Ref008518 Amt23728 INR,travel
Uber ride payment Ref008519 Amt42563 INR,travel
Mutual fund SIP investment Ref008520 Amt9541 INR,investment
Credit card EMI payment Ref008521 Amt14168 INR,emi
Clothing store purchase Ref008522 Amt49601 INR,shopping
